"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
521773,"charming 3 pieces near Trocadero",2565937,"Géraldine",NA,"Passy",48.86141,2.2765,"Entire home/apt",120,4,1,"1546444800",0.16,1,218
522428,"Buttes chaumont and Belleville",2569842,"Raphaële",NA,"Buttes-Chaumont",48.87522,2.3804,"Entire home/apt",75,4,4,"1560614400",0.05,2,5
522835,"Charming flat near Pere Lachaise",2571099,"Jeanne",NA,"Ménilmontant",48.87029,2.39507,"Entire home/apt",90,3,11,"1561219200",0.13,1,362
523161,"Appartement familiale proche Canal St Martin",2511305,"Gaelle",NA,"Entrepôt",48.87355,2.35475,"Entire home/apt",98,3,14,"1560700800",0.73,1,5
523446,"Great central apartment in Paris!",2572527,"Almog",NA,"Palais-Bourbon",48.85354,2.31993,"Entire home/apt",60,5,27,"1471104000",0.31,1,0
524067,"Beautiful & comfy 1 bdrm in trendy 9th district",873774,"Flora",NA,"Opéra",48.88324,2.34741,"Entire home/apt",93,30,26,"1553270400",0.3,1,305
524805,"Charming Apartment Paris Center",2580047,"Claude",NA,"Bourse",48.86837,2.34989,"Entire home/apt",89,4,21,"1441468800",0.25,1,70
524809,"Appartement au calme centre Paris",2580152,"Anne Marie",NA,"Popincourt",48.85552,2.37742,"Entire home/apt",30,6,0,"",NA,2,0
524896,"Saint Martin 212 Charming studio",2580483,"Georges",NA,"Entrepôt",48.88088,2.36728,"Entire home/apt",60,3,351,"1562342400",4.08,1,172
524924,"PARIS CANAL ST MARTIN!",2074284,"Stéphane",NA,"Entrepôt",48.87098,2.36229,"Entire home/apt",50,2,37,"1561219200",0.44,1,31
525128,"typical charming parisian apartment",2581044,"Clemence",NA,"Luxembourg",48.8492,2.34179,"Entire home/apt",130,2,93,"1560873600",1.1,1,340
526235,"★Montmartre★Opera★design★Cozy 45m2!",2586740,"Julien",NA,"Batignolles-Monceau",48.88601,2.32472,"Entire home/apt",84,1,51,"1482508800",0.64,1,295
526316,"2 pièces au coeur de Paris",2136939,"Catherine",NA,"Opéra",48.87844,2.34119,"Private room",39,1,0,"",NA,1,0
526351,"sous location vacances à Paris",2580152,"Anne Marie",NA,"Popincourt",48.85533,2.37852,"Entire home/apt",40,8,0,"",NA,2,0
526719,"Cosy apt. near Arch of Triumph",2551827,"Louis & Marie",NA,"Batignolles-Monceau",48.88247,2.29502,"Entire home/apt",120,5,24,"1457020800",0.29,1,90
526838,"Charming apartment in Saint-Michel",227176,"Jeremie",NA,"Panthéon",48.85214,2.3443,"Entire home/apt",120,7,0,"",NA,1,0
526920,"Montmartre at the best price !",2589501,"Pierre",NA,"Buttes-Montmartre",48.89079,2.34427,"Entire home/apt",50,3,10,"1430236800",0.12,1,0
527267,"Spacious Apt on Canal Saint-Martin",2591204,"Eric",NA,"Entrepôt",48.8735,2.36186,"Entire home/apt",200,2,5,"1468771200",0.07,1,16
528039,"COZY FLAT - Le Marais - PARIS",2594596,"Anne & Will",NA,"Temple",48.86109,2.36237,"Entire home/apt",99,4,202,"1561305600",2.54,1,0
528088,"Wonderful sunny 2BD in Paris !",2594827,"Vero",NA,"Reuilly",48.83871,2.40093,"Entire home/apt",160,3,20,"1468339200",0.24,1,208
528263,"Lovely & Sunny, near Menilmontant",2595078,"Aurélie",NA,"Popincourt",48.86461,2.38029,"Entire home/apt",78,7,20,"1560355200",0.38,1,0
528274,"Nice family apartment+large terrace",2595265,"Mathilde",NA,"Passy",48.86442,2.27971,"Entire home/apt",290,5,7,"1533916800",0.08,1,39
528415,"Perfect MARAIS flat best location!",410805,"Monique",NA,"Popincourt",48.86171,2.36713,"Entire home/apt",90,2,30,"1502380800",0.36,1,0
528685,"Charming FamilyApartment Belleville",2597485,"Valerie",NA,"Entrepôt",48.87314,2.37233,"Entire home/apt",100,3,6,"1439913600",0.09,1,0
528769,"SUNNY STUDIO HEART OF PARIS MARAIS",2597876,"Kyrie Et Nico",NA,"Hôtel-de-Ville",48.86069,2.35048,"Entire home/apt",80,2,9,"1503158400",0.12,1,16
529071,"CHARMING HOUSE WITH PRIVATE GARDEN",2599352,"Daniel",NA,"Reuilly",48.84621,2.4081,"Entire home/apt",120,5,4,"1501171200",0.14,1,24
529463,"Beautiful apartment  heart of Paris",2601711,"Félicité",NA,"Bourse",48.86632,2.34742,"Entire home/apt",100,4,24,"1560096000",0.4,1,53
529549,"Charmant 2 pièces près de montparna",944297,"Nada",NA,"Observatoire",48.82446,2.32798,"Entire home/apt",97,3,85,"1560182400",1,1,191
529711,"Lovely Apartment in Montmartre",819051,"Sebastiano",NA,"Buttes-Montmartre",48.88548,2.34623,"Entire home/apt",90,4,47,"1540656000",0.6,2,242
529891,"Try me! Functional duplex in Marais",2543997,"Nicolas",NA,"Temple",48.86325,2.36397,"Entire home/apt",99,2,179,"1561046400",2.08,1,192
530246,"Very Nice & Comfy Flat Eiffel Tower",2604436,"Nicolas",NA,"Vaugirard",48.85385,2.29121,"Entire home/apt",130,1,487,"1562515200",5.9,5,235
530288,"Design flat next the Eiffel Tower",2604436,"Nicolas",NA,"Vaugirard",48.85398,2.29099,"Entire home/apt",130,1,503,"1562688000",6.08,5,190
530318,"Great flat near Eiffel Tower",2604436,"Nicolas",NA,"Vaugirard",48.85058,2.28932,"Entire home/apt",130,1,424,"1562601600",5.22,5,212
530324,"Great location near Eiffel Tower",2604436,"Nicolas",NA,"Vaugirard",48.84813,2.29343,"Entire home/apt",130,1,510,"1562601600",6.2,5,231
530942,"Paris Center - Le Marais / Bastille",2607103,"Richard",NA,"Popincourt",48.85899,2.37424,"Entire home/apt",290,5,78,"1558195200",0.95,1,202
531577,"",2612549,"Satchie",NA,"Entrepôt",48.8749,2.35803,"Entire home/apt",54,4,12,"1472572800",0.15,2,0
532407,"Heart of the Marais, beautiful flat",2615877,"Yael",NA,"Hôtel-de-Ville",48.85376,2.35782,"Entire home/apt",160,1,48,"1432569600",0.57,1,0
532504,"Charmant 3 pièces, sans vis-à-vis",2616866,"Isabelle",NA,"Reuilly",48.84759,2.39731,"Entire home/apt",94,3,15,"1536940800",0.25,1,5
532531,"Charming 1 bedroom Parisian apt.",2572320,"Mary Ann",NA,"Buttes-Montmartre",48.89058,2.34316,"Entire home/apt",52,2,10,"1396972800",0.14,1,0
532991,"PARIS hipster area -buttes chaumont.",2302145,"Edith",NA,"Buttes-Chaumont",48.87608,2.37888,"Entire home/apt",80,6,9,"1561132800",0.11,1,365
533399,"Beautiful and typical parisian aprt",2621374,"Aymeric",NA,"Passy",48.87513,2.28051,"Entire home/apt",300,7,0,"",NA,1,179
533951,"Over the roofs of Montmartre",2615334,"Pierre",NA,"Buttes-Montmartre",48.88587,2.34697,"Entire home/apt",120,5,8,"1480867200",0.1,1,0
534016,"Flat near Eiffel tower",2625121,"Sam",NA,"Vaugirard",48.84613,2.29723,"Entire home/apt",120,4,243,"1561219200",2.94,2,129
534266,"MOUFFETARD / JARDIN DU LUXEMBOURG",2625988,"Constance",NA,"Panthéon",48.84231,2.34211,"Entire home/apt",110,6,17,"1535731200",0.23,1,0
534568,"Made for you - Center of Paris !",2627161,"Maxime",NA,"Panthéon",48.83933,2.35029,"Private room",39,1,140,"1560528000",1.64,15,34
534650,"Small house in Paris Center 5p",2526137,"Gilian",NA,"Temple",48.86681,2.3529,"Entire home/apt",80,1,308,"1561219200",3.58,5,259
535068,"one room flat in le Marais",2075925,"Anne",NA,"Temple",48.86553,2.36078,"Entire home/apt",85,500,17,"1467648000",0.21,2,363
535165,"CHARMING APART 10 MIN MONTMARTRE",2629401,"Natacha",NA,"Buttes-Montmartre",48.88449,2.35037,"Private room",85,1,391,"1562428800",4.57,1,0
536082,"Appart parisien avec vue sur le square Gardette",2634222,"Aurore",NA,"Popincourt",48.86211,2.38132,"Entire home/apt",225,5,3,"1519920000",0.05,1,211
536347,"New Spacious Studio a Madeleine 
BAIL DE MOBILITÉ",2635132,"Nina",NA,"Louvre",48.86845,2.32544,"Entire home/apt",170,30,28,"1544976000",0.34,1,253
536653,"Trocadero - Georges Mandel - 100 M2",2635952,"Anne",NA,"Passy",48.86397,2.28252,"Entire home/apt",285,4,6,"1538150400",0.44,1,365
536766,"2 rooms to rent. Lovely appartement",2636529,"Tom",NA,"Passy",48.83484,2.24834,"Entire home/apt",69,6,3,"1458748800",0.07,1,357
536831,"ARTIST STUDIO VIEW ON EIFFEL TOWER",1802008,"Anémone",NA,"Palais-Bourbon",48.85547,2.30874,"Entire home/apt",120,3,53,"1556553600",0.73,19,137
536884,"TROCADERO LUXURY 2 BEDROOM APT",1802008,"Anémone",NA,"Passy",48.85828,2.28207,"Entire home/apt",240,4,20,"1561305600",0.23,19,85
537192,"Charming appart near Montparnasse",2638524,"Cécilia",NA,"Observatoire",48.82848,2.31658,"Entire home/apt",109,3,20,"1560614400",0.24,1,276
537443,"Lovely Studio Paris / Eiffel Tower",2249452,"Jean-Jacques",NA,"Vaugirard",48.85508,2.28886,"Entire home/apt",100,4,161,"1561219200",1.9,1,357
537823,"Studio in charming district Marais",2642376,"David",NA,"Temple",48.86539,2.36155,"Entire home/apt",70,3,74,"1556985600",0.87,1,11
537970,"Ideal Three-Room Parisian Flat",2474463,"Camille",NA,"Gobelins",48.82438,2.35859,"Entire home/apt",94,1,1,"1487088000",0.03,2,0
538222,"Eiffel Tower view from the terrace",2643968,"Grégoire",NA,"Buttes-Montmartre",48.88489,2.33418,"Entire home/apt",250,2,30,"1561132800",0.36,1,326
538278,"Charming 3 bedrooms, in a nice Parisian flat",2586184,"Anne",NA,"Opéra",48.87185,2.34245,"Private room",80,3,124,"1560268800",1.45,1,93
538767,"Lovely Flat - Canal Saint-Martin",2646531,"Clement",NA,"Entrepôt",48.8715,2.36244,"Entire home/apt",79,4,77,"1559836800",0.9,1,240
539317,"Family flat near Canal St Martin",2650223,"Sophie",NA,"Buttes-Chaumont",48.88156,2.37036,"Entire home/apt",110,3,29,"1559404800",0.34,1,3
539722,"2 bed family in heart of Marais",2428645,"Anna And Dylan",NA,"Hôtel-de-Ville",48.85991,2.35366,"Entire home/apt",260,2,145,"1560700800",1.73,1,317
539800,"Charming apartment in Paris",2652399,"Nina",NA,"Hôtel-de-Ville",48.85888,2.3541,"Entire home/apt",250,3,65,"1543161600",0.89,2,54
539876,"Grand studio aux 30 m2 de terrasse",2652596,"Lydie",NA,"Passy",48.84735,2.26852,"Entire home/apt",60,3,4,"1459872000",0.07,1,0
539880,"80m2 PARIS CENTRE @ Bonne Nouvelle",2639311,"Pierre Alain",NA,"Opéra",48.87149,2.34779,"Entire home/apt",170,4,32,"1499788800",0.38,1,0
540206,"Cosy Apartment St-Germain-des-Prés",2654735,"Mathieu",NA,"Luxembourg",48.85451,2.33405,"Entire home/apt",98,4,17,"1562256000",0.21,1,171
540214,"charmant studio lumineux paris 10e",2654712,"Isabelle",NA,"Entrepôt",48.87548,2.37157,"Entire home/apt",49,3,16,"1467302400",0.24,1,0
541503,"Charming 2 rooms, clear and calm",2662130,"Françoise",NA,"Batignolles-Monceau",48.88599,2.31865,"Entire home/apt",65,2,90,"1560528000",1.11,1,0
541509,"Very lovely flat on the canal",2662013,"Annabelle",NA,"Entrepôt",48.87831,2.36919,"Entire home/apt",70,2,19,"1401638400",0.29,2,0
541521,"Cosy & Quiet flat_refurbished 2018_Bastille",2662206,"Marcela",NA,"Popincourt",48.85853,2.37459,"Entire home/apt",75,1,78,"1560787200",0.92,1,0
541578,"Sous les toits à Montmartre!",2662529,"Juliette",NA,"Buttes-Montmartre",48.88769,2.35305,"Entire home/apt",60,7,2,"1350489600",0.02,1,0
541619,"maison d'artiste sur cour fleurie",2662503,"Sophia",NA,"Entrepôt",48.87413,2.35514,"Entire home/apt",160,2,4,"1538496000",0.26,1,35
541720,"Spacious 2 bd by Luxembourg Garden",1424143,"Aysegul",NA,"Gobelins",48.83621,2.34402,"Entire home/apt",100,3,11,"1503504000",0.14,1,0
541927,"Studioflat near the marais/Bastille",2664502,"Lou",NA,"Popincourt",48.86265,2.37156,"Entire home/apt",59,2,200,"1560873600",2.34,3,239
541941,"Private room #24 clean and good value in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86813,2.40775,"Private room",24,1,196,"1561478400",2.29,22,362
542029,"Chambre dans appart central Paris",2664704,"Claudine",NA,"Entrepôt",48.88298,2.36164,"Private room",70,1,0,"",NA,2,0
542535,"Appartement Paris Bastille-Marais",2668105,"Géraldine",NA,"Popincourt",48.85766,2.36917,"Entire home/apt",88,1,5,"1432569600",0.06,1,0
542808,"Sunny apartment 1bd - Bastille",2669064,"Walter",NA,"Reuilly",48.85226,2.37007,"Entire home/apt",103,2,47,"1560009600",0.76,1,231
543233,"| Unique Design central paris |",2670749,"Thomas",NA,"Bourse",48.8668,2.35225,"Entire home/apt",120,10,45,"1560441600",0.54,1,357
543241,"Grand 2 pièces parc Buttes Chaumont",2411321,"Elise",NA,"Buttes-Chaumont",48.88686,2.38226,"Entire home/apt",52,3,24,"1558454400",0.38,2,273
543610,"amazing view of sacre coeur flat",76355,"Julia Et Lucas",NA,"Buttes-Montmartre",48.88271,2.34228,"Entire home/apt",160,3,1,"1398268800",0.02,18,365
543694,"CHARMING LITTLE NEST IN MONTMARTRE",2672992,"Tinou",NA,"Buttes-Montmartre",48.88926,2.34647,"Entire home/apt",50,3,8,"1556640000",0.1,1,0
543779,"Paris VI Big bedroom with bathroom",2673177,"Ogi",NA,"Luxembourg",48.84592,2.3196,"Private room",57,3,69,"1555171200",0.8,1,0
543878,"Imperial Suite Haut-Marais, Paris",2673891,"Thy",NA,"Temple",48.86126,2.36321,"Entire home/apt",300,7,22,"1561737600",0.26,1,313
545148,"(Phone number hidden by Airbnb) bedroom apartment - CHATELET SENTIER",2667370,"Gaëlle, Owner Of PARISIAN HOME",NA,"Bourse",48.86777,2.34326,"Entire home/apt",62,30,3,"1556726400",0.04,141,0
545381,"ROOM GARE DU NORD 1pers 50e/night",2681154,"Lil",NA,"Entrepôt",48.87989,2.35289,"Private room",50,2,69,"1553270400",1.01,2,348
546041,"Quiet bright flat in Montmartre",2684583,"Boris",NA,"Buttes-Montmartre",48.88571,2.33635,"Entire home/apt",50,2,114,"1561824000",1.35,1,0
546099,"Quiet and cosy flat in Gambetta",2684782,"Nicolas",NA,"Ménilmontant",48.86706,2.39781,"Entire home/apt",70,2,55,"1561478400",1.11,1,14
546128,"Beautiful apartment/Bastille area",2684318,"Flora",NA,"Reuilly",48.85017,2.37617,"Entire home/apt",90,2,4,"1439913600",0.06,1,0
546396,"Magnificent view on Eiffel Tower",2012441,"Hélène",NA,"Passy",48.85651,2.28415,"Entire home/apt",405,4,16,"1561737600",0.19,1,95
546719,"Cosy studio canal Saint-Martin",2688582,"Cyril",NA,"Entrepôt",48.87127,2.36986,"Entire home/apt",45,5,12,"1499529600",0.14,1,0
546759,"Quiet and lovely flat in Paris",2688817,"Camille",NA,"Popincourt",48.8602,2.38174,"Entire home/apt",65,4,4,"1428854400",0.05,1,0
546889,"502254 - PENTHOUSE WITH TERRASSE",2667370,"Gaëlle, Owner Of PARISIAN HOME",NA,"Bourse",48.86752,2.34498,"Entire home/apt",857,3,29,"1546617600",0.34,141,133
547865,"Loft with terrace near Montmartre",1849634,"Juliette",NA,"Buttes-Montmartre",48.88791,2.36127,"Entire home/apt",84,5,9,"1558627200",0.11,2,1
547907,"Cosy apartment / Center of Paris",2693378,"Agathe",NA,"Bourse",48.86933,2.35192,"Entire home/apt",55,4,7,"1491667200",0.14,1,0
549201,"Lovely Latin Quarter 3mn Notre Dame",2627161,"Maxime",NA,"Panthéon",48.84814,2.34666,"Entire home/apt",86,3,121,"1560096000",1.42,15,244
549226,"Private room #21 cheap and clean in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86767,2.40899,"Private room",45,1,224,"1561219200",2.63,22,329
549295,"Private room #33 cheap and clean in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86817,2.40877,"Private room",30,1,207,"1561219200",2.42,22,362
549546,"Duplex center 4 bedrooms 1300sqft",2701471,"Nicolas",NA,"Entrepôt",48.8705,2.3645,"Entire home/apt",250,4,9,"1477756800",0.13,1,0
549941,"Heart of Le Marais, very secured building, .",2694418,"Emmanuel",NA,"Hôtel-de-Ville",48.8556,2.36409,"Private room",119,3,293,"1562428800",3.46,1,231
550225,"studio en plein coeur de paris",746390,"Edouard",NA,"Hôtel-de-Ville",48.85997,2.3494,"Entire home/apt",70,2,386,"1560441600",4.67,3,166
551481,"Le Marais, 55m2 beautiful apartment",2710505,"Carl",NA,"Temple",48.86415,2.35964,"Entire home/apt",155,3,18,"1558454400",0.23,1,257
551560,"Stunning 1 Brd Apt - Paris 5",2710751,"Pauline",NA,"Panthéon",48.8478,2.35455,"Entire home/apt",130,2,27,"1538409600",0.33,1,191
551613,"Joli 2 pièces au canal st martin",2710975,"Céline",NA,"Entrepôt",48.87423,2.37043,"Entire home/apt",61,3,60,"1562688000",0.85,1,0
552628,"Your Own Duplex 50 m2 With Terrace",2715603,"Charlotte Et Mathieu",NA,"Gobelins",48.82616,2.3728,"Private room",80,2,247,"1561564800",2.9,1,238
552916,"Private room in a lovely apartment",2717451,"Nono",NA,"Ménilmontant",48.86782,2.38508,"Private room",42,3,76,"1555516800",1.1,1,39
553470,"54m2 au coeur de Paris - République",2719942,"Joann & Masha",NA,"Temple",48.86848,2.35803,"Entire home/apt",115,3,11,"1382716800",0.13,1,0
553502,"Smart 325f flat 10min to Montmartre",2719591,"Florian",NA,"Buttes-Montmartre",48.89007,2.35181,"Entire home/apt",58,2,34,"1525968000",0.41,1,0
553559,"Nice studio-flat luminous Paris 20",2720361,"Amanda",NA,"Ménilmontant",48.85304,2.40495,"Entire home/apt",38,1,3,"1531670400",0.07,1,0
553689,"Paris 70m Apart Canal S Martin",2720849,"Katarzyna",NA,"Entrepôt",48.8705,2.36639,"Entire home/apt",110,3,1,"1446220800",0.02,1,0
553823,"Artist cosy flat / Film studio",2721153,"Mélina",NA,"Ménilmontant",48.87047,2.38932,"Entire home/apt",50,15,8,"1440691200",0.14,1,130
554302,"Lovely studio in standing residence",2313021,"Christian",NA,"Vaugirard",48.83542,2.28036,"Entire home/apt",80,5,22,"1551542400",0.98,2,25
554455,"Big Studio Montmartre",2725712,"Sarah",NA,"Opéra",48.87894,2.34378,"Entire home/apt",60,1,0,"",NA,1,0
554531,"terrasse Paris 20",2664857,"Cilvy",NA,"Ménilmontant",48.86817,2.39884,"Entire home/apt",90,5,33,"1551974400",0.4,1,90
554569,"★ Luminous apartment - Eiffel Tower",2726237,"Julien",NA,"Vaugirard",48.84775,2.29963,"Entire home/apt",120,2,51,"1561132800",0.86,1,0
554876,"Full apartement 60m², center + view",2727941,"Nicolas",NA,"Popincourt",48.8604,2.37454,"Entire home/apt",79,3,52,"1481990400",0.65,1,0
555083,"**Trendy Paris, here you are!**",2728740,"Ella",NA,"Entrepôt",48.87195,2.36928,"Entire home/apt",70,1,5,"1383926400",0.06,1,0
555148,"Very charming Montmartre apartment,",2729346,"Emmanuelle",NA,"Buttes-Montmartre",48.89328,2.34217,"Entire home/apt",110,7,2,"1434038400",0.02,1,0
555437,"Lumineux, confortable, bien situé",2731156,"Juliette",NA,"Entrepôt",48.87596,2.35991,"Entire home/apt",150,1,1,"1347811200",0.01,1,0
555552,"Large, bright and quiet apt. near Canal St-Martin",2731657,"Olivier",NA,"Popincourt",48.86903,2.36896,"Entire home/apt",115,3,28,"1546099200",0.38,1,0
556108,"1 bdr apartment-Paris Eiffel Tower",2563093,"Laetitia",NA,"Palais-Bourbon",48.8612,2.3069,"Entire home/apt",160,3,0,"",NA,1,0
556141,"Great studio at Bercy - Gare Lyon",2734962,"Yakelin",NA,"Reuilly",48.83546,2.38566,"Entire home/apt",49,4,15,"1493654400",0.24,1,0
556379,"Paris - Bright and cozy 80m2 flat",2735858,"Franck",NA,"Buttes-Chaumont",48.87583,2.37728,"Entire home/apt",150,5,3,"1446393600",0.05,1,0
556383,"CHARMING & SPACIOUS APT + BALCONY IN MONTMARTRE",2735949,"Marina",NA,"Buttes-Montmartre",48.89116,2.3402,"Entire home/apt",85,30,24,"1439740800",0.29,3,364
556557,"location du musicien",2736768,"Octavio",NA,"Buttes-Chaumont",48.88604,2.37135,"Entire home/apt",70,7,0,"",NA,1,0
556635,"Private room #03 cheap and clean in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86704,2.40927,"Private room",45,1,171,"1561478400",2,22,357
556673,"Private room #02 clean and good value in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86834,2.4088,"Private room",29,1,203,"1561392000",2.39,22,360
557051,"Live in the heart of Paris. Marais.",2738836,"Patrick",NA,"Hôtel-de-Ville",48.86101,2.35321,"Entire home/apt",145,5,38,"1562428800",0.46,1,227
557192,"Beautiful flat in Montmatre/Paris",2739262,"Virginie",NA,"Buttes-Montmartre",48.89295,2.3337,"Entire home/apt",100,7,0,"",NA,1,0
557246,"Family Loft between Montmartre & Champs Elysées",2736576,"Hélène",NA,"Batignolles-Monceau",48.88501,2.32137,"Entire home/apt",415,2,109,"1562256000",1.28,1,232
557598,"Grand appartement de standing lumineux et calme.",2663980,"Jessica",NA,"Passy",48.84355,2.26928,"Entire home/apt",80,15,0,"",NA,1,0
557604,"Lovely flat quartier Montmartre",2741673,"Fanny",NA,"Buttes-Montmartre",48.8927,2.34227,"Entire home/apt",70,6,10,"1534089600",0.19,1,24
557647,"Lovely 1 bedroom Apt, Le Marais",2741838,"Pierre",NA,"Hôtel-de-Ville",48.8571,2.35899,"Entire home/apt",85,5,22,"1440432000",0.26,1,39
557686,"Cosy flat near canal Saint Martin",2742051,"Jules",NA,"Entrepôt",48.873,2.36708,"Entire home/apt",57,7,8,"1546272000",0.09,1,0
557717,"Beautiful old-style Paris home 10th",2741323,"Nicole",NA,"Entrepôt",48.87821,2.35222,"Entire home/apt",45,7,16,"1506700800",0.19,1,135
557768,"designers loft in a trendy area",2742424,"Bruno",NA,"Entrepôt",48.87542,2.3525,"Entire home/apt",300,4,0,"",NA,1,0
557913,"Cheap flat in Paris",2743162,"Anais",NA,"Buttes-Montmartre",48.88851,2.35525,"Entire home/apt",30,15,2,"1451145600",0.04,1,0
558304,"Loft Design in Bastille by YUU",1711544,"Augusto",NA,"Popincourt",48.85395,2.3727,"Private room",108,2,204,"1559750400",2.78,4,330
558368,"Apartment 3 min from Eiffel tower",2234666,"Astrid",NA,"Palais-Bourbon",48.85752,2.30237,"Entire home/apt",79,1,25,"1443974400",0.29,1,0
558569,"60 m2 rooftop + Eiffel Tower view",2746545,"Patricia",NA,"Vaugirard",48.84209,2.29901,"Entire home/apt",150,3,89,"1561737600",1.07,1,161
558768,"Penthouse and terrace in Montmartre",2747520,"Adila",NA,"Buttes-Montmartre",48.89434,2.36151,"Entire home/apt",60,4,26,"1532793600",0.31,1,14
558913,"Lovely Appartement for 2 in Paris",2747741,"Laure-Anne",NA,"Ménilmontant",48.85758,2.40551,"Entire home/apt",50,2,2,"1404057600",0.03,1,0
559091,"INCREDIBLE artist loft 200 m2",2232067,"Sophie",NA,"Popincourt",48.85828,2.38786,"Private room",70,2,20,"1514822400",0.24,3,365
559474,"Live in Montmartre.....",2436860,"Krystell",NA,"Buttes-Montmartre",48.88492,2.34578,"Entire home/apt",100,2,40,"1561651200",0.61,1,308
559493,"Le Marais    Cosy & Elegant",2750285,"Magali",NA,"Temple",48.86454,2.36389,"Entire home/apt",270,2,75,"1561910400",0.88,1,216
560544,"house with private garden in Paris",2756491,"Françoise",NA,"Gobelins",48.82419,2.35433,"Entire home/apt",285,7,49,"1561910400",0.62,1,233
560694,"Flat 2 Rooms in Paris, Bastille",2757008,"Ludovic",NA,"Popincourt",48.856,2.37538,"Entire home/apt",69,4,4,"1432569600",0.06,1,0
560992,"un Paris typique de Parisien",2758125,"Francoise",NA,"Panthéon",48.84699,2.35327,"Entire home/apt",200,2,31,"1562083200",0.65,1,58
561420,"Beautiful Loft in Paris - Le Marais",2760123,"Renaud",NA,"Temple",48.86715,2.36414,"Entire home/apt",85,4,128,"1561219200",1.55,2,187
561567,"Beautiful summer in Paris",2760123,"Renaud",NA,"Popincourt",48.86697,2.36629,"Entire home/apt",70,4,91,"1559404800",1.18,2,343
561819,"Studio for two on charming square.",2762562,"Léonard",NA,"Hôtel-de-Ville",48.85584,2.36321,"Entire home/apt",88,9,8,"1471881600",0.11,1,0
562643,"Grande Chambre  Bd Brune-M4-T3  T bien desservie",2767647,"Brigitte",NA,"Observatoire",48.82518,2.31809,"Private room",55,2,7,"1561651200",0.09,1,98
562783,"EIFEL TOWER LUXURY FLAT, 4 BEDROOMS, UPTO 11PEOPLE",1255551,"Emma",NA,"Palais-Bourbon",48.85017,2.30393,"Entire home/apt",411,3,78,"1562428800",0.96,1,79
562894,"Bright Calm & Cosy Studio Le Marais",184456,"Martin",NA,"Temple",48.86026,2.36501,"Entire home/apt",65,5,17,"1523376000",0.24,1,0
562951,"Paris Belleville: 2 rooms 40m2",2768873,"Quentin",NA,"Ménilmontant",48.87228,2.3806,"Entire home/apt",60,4,4,"1446393600",0.06,1,0
563056,"Like a house terrasse/garden center",2769096,"Eléonore",NA,"Buttes-Chaumont",48.87638,2.38649,"Entire home/apt",100,4,12,"1534003200",0.17,1,0
563514,"PARIS 16eme",2762084,"Lancelot",NA,"Passy",48.86026,2.27786,"Private room",69,3,138,"1561132800",4.11,2,26
563587,"Bright&Cosy Pigalle/Montmartre !",2107602,"Gaelle",NA,"Opéra",48.88226,2.33627,"Entire home/apt",90,3,103,"1561824000",1.21,1,364
563652,"LOVELY, COSY ROOM IN MONTMARTRE",2735949,"Marina",NA,"Buttes-Montmartre",48.88953,2.34015,"Private room",60,1,2,"1411056000",0.03,3,0
564052,"Lovely flat near Montmartre",2773631,"Adèle",NA,"Buttes-Montmartre",48.88947,2.35451,"Private room",35,3,3,"1509033600",0.08,2,190
564915,"In Paris, quiet and  cosy apartment",2778468,"Valerie Et Theo",NA,"Ménilmontant",48.85834,2.39768,"Entire home/apt",72,10,137,"1562342400",1.61,1,104
565122,"Private room #22 clean and good value in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86756,2.40921,"Private room",25,1,167,"1561132800",1.98,22,361
565143,"Private room #14 cheap and clean in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86698,2.40928,"Private room",30,1,87,"1561651200",1.03,22,361
565148,"Private room #01 clean and good value in Paris",2664648,"Sophie, Fred Et Chaimaa",NA,"Ménilmontant",48.86887,2.40796,"Private room",45,1,211,"1561651200",2.48,22,355
565243,"Double pièce 35m2 , tout confort",2779670,"Nathalie",NA,"Popincourt",48.86293,2.38633,"Private room",55,2,23,"1487433600",0.28,1,0
565747,"Lovely dupleix in the old Paris",2781933,"Armelle",NA,"Popincourt",48.85763,2.38941,"Entire home/apt",114,4,105,"1560614400",1.42,1,352
566186,"Aprt Montorgueil Louvre Beaubourg",2764413,"Thierry",NA,"Bourse",48.86595,2.34563,"Entire home/apt",145,3,74,"1561219200",0.98,1,364
566456,"Chambre indépendante à Paris 15",2786324,"Monica",NA,"Vaugirard",48.8421,2.30923,"Private room",13,25,1,"1390924800",0.02,1,0
566511,"SOFA bed in the heart of paris",2782865,"Marie Cecile",NA,"Hôtel-de-Ville",48.85711,2.35869,"Shared room",41,4,410,"1562601600",4.86,1,152
566524,"Center of Paris, historical area",2786111,"Céline",NA,"Panthéon",48.84316,2.35197,"Entire home/apt",60,2,5,"1466956800",0.13,1,0
